mnthborn,yearborn,age,electric,radio,tv,bicycle,educ,ceb,agefbrth,children,knowmeth,usemeth,monthfm,yearfm,agefm,idlnchld,heduc,agesq,urban,urb_educ,spirit,protest,catholic,frsthalf,educ0,evermarr
5,55,33,0.0,0.0,0.0,1.0,9,4,22.0,4,1.0,1.0,6.0,76.0,21.0,5.0,10.0,1089,1,9,1,0,0,1,0,1
11,69,19,0.0,1.0,0.0,1.0,10,0,,0,1.0,1.0,,,,4.0,,361,1,10,0,0,0,0,0,0
1,49,39,1.0,1.0,1.0,1.0,10,2,27.0,2,1.0,0.0,2.0,75.0,26.0,6.0,12.0,1521,1,10,0,0,1,1,0,1
10,72,16,1.0,1.0,1.0,1.0,6,0,,0,0.0,0.0,,,,2.0,,256,1,6,0,0,1,0,0,0
8,58,30,1.0,1.0,1.0,1.0,16,2,27.0,2,1.0,1.0,6.0,82.0,23.0,4.0,10.0,900,1,16,0,0,1,0,0,1
5,66,22,0.0,0.0,0.0,0.0,7,1,21.0,0,1.0,1.0,,,,4.0,,484,1,7,0,1,0,1,0,0
5,60,28,1.0,1.0,1.0,0.0,12,0,,0,1.0,1.0,11.0,87.0,27.0,2.0,12.0,784,1,12,0,1,0,1,0,1
6,59,29,0.0,0.0,0.0,0.0,7,2,19.0,2,1.0,1.0,,,,4.0,,841,1,7,1,0,0,1,0,0
1,64,24,0.0,0.0,0.0,0.0,0,0,,0,1.0,1.0,,,,5.0,,576,1,0,0,1,0,1,1,0
2,51,37,1.0,1.0,1.0,0.0,10,3,22.0,3,1.0,1.0,8.0,75.0,24.0,4.0,10.0,1369,1,10,1,0,0,1,0,1
6,57,31,0.0,0.0,0.0,0.0,0,3,17.0,3,1.0,1.0,,,,6.0,,961,1,0,0,0,0,1,1,0
12,54,33,1.0,1.0,1.0,0.0,12,4,20.0,4,1.0,1.0,9.0,75.0,20.0,3.0,12.0,1089,1,12,0,1,0,0,0,1
8,66,22,0.0,0.0,0.0,0.0,0,1,18.0,1,1.0,1.0,,,,2.0,,484,1,0,0,1,0,0,1,0
12,40,47,0.0,1.0,0.0,0.0,3,9,22.0,9,1.0,1.0,7.0,78.0,37.0,10.0,7.0,2209,1,3,0,1,0,0,0,1
12,47,40,0.0,0.0,0.0,0.0,12,4,23.0,4,1.0,1.0,11.0,72.0,24.0,6.0,10.0,1600,1,12,0,1,0,0,0,1
5,73,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,225,1,7,0,0,0,1,0,0
12,61,26,0.0,1.0,0.0,0.0,7,3,18.0,3,1.0,0.0,12.0,79.0,18.0,4.0,7.0,676,1,7,0,0,0,0,0,1
6,59,29,0.0,1.0,0.0,0.0,7,1,24.0,1,1.0,1.0,,,,2.0,,841,1,7,0,0,0,1,0,0
6,56,32,0.0,1.0,0.0,1.0,6,5,16.0,4,1.0,1.0,1.0,88.0,31.0,6.0,0.0,1024,1,6,1,0,0,1,0,1
1,51,37,0.0,1.0,1.0,0.0,6,0,,0,1.0,0.0,8.0,72.0,21.0,,5.0,1369,1,6,0,1,0,1,0,1
12,66,21,0.0,1.0,1.0,0.0,10,0,,0,1.0,1.0,,,,6.0,,441,1,10,0,1,0,0,0,0
12,60,27,0.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,2.0,,729,1,10,1,0,0,0,0,0
12,50,37,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,7.0,82.0,31.0,4.0,10.0,1369,1,7,0,1,0,0,0,1
10,62,26,0.0,0.0,0.0,0.0,7,3,15.0,2,1.0,0.0,4.0,85.0,22.0,5.0,5.0,676,1,7,0,1,0,0,0,1
6,54,34,0.0,1.0,0.0,0.0,0,3,18.0,3,1.0,0.0,6.0,70.0,16.0,4.0,8.0,1156,1,0,0,0,0,1,1,1
11,72,15,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,0.0,,225,1,7,0,1,0,0,0,0
6,40,48,0.0,1.0,0.0,0.0,0,9,17.0,3,1.0,1.0,8.0,56.0,16.0,5.0,0.0,2304,1,0,0,0,0,1,1,1
8,65,23,0.0,1.0,0.0,0.0,5,1,17.0,1,1.0,1.0,,,,4.0,,529,1,5,0,1,0,0,0,0
4,65,23,0.0,1.0,0.0,1.0,9,1,20.0,1,1.0,0.0,,,,4.0,,529,1,9,1,0,0,1,0,0
7,65,23,1.0,1.0,1.0,1.0,13,0,,0,1.0,0.0,9.0,87.0,22.0,3.0,14.0,529,1,13,0,0,0,0,0,1
7,58,30,1.0,1.0,1.0,1.0,14,2,16.0,2,1.0,0.0,1.0,74.0,15.0,2.0,14.0,900,1,14,0,0,1,0,0,1
12,58,29,1.0,0.0,0.0,0.0,10,2,23.0,2,1.0,1.0,,,,4.0,,841,1,10,0,0,1,0,0,0
8,43,45,1.0,1.0,0.0,0.0,4,0,,0,0.0,0.0,,,,10.0,,2025,1,4,1,0,0,0,0,0
12,58,29,1.0,1.0,1.0,0.0,14,3,20.0,3,1.0,1.0,7.0,77.0,18.0,3.0,13.0,841,1,14,1,0,0,0,0,1
1,58,30,1.0,1.0,1.0,0.0,9,2,19.0,2,1.0,1.0,,,,4.0,,900,1,9,1,0,0,1,0,0
3,61,27,1.0,1.0,1.0,1.0,12,2,17.0,2,1.0,1.0,2.0,78.0,16.0,2.0,12.0,729,1,12,0,1,0,1,0,1
11,60,28,1.0,1.0,0.0,0.0,12,4,21.0,4,1.0,1.0,,,,4.0,,784,1,12,0,0,1,0,0,0
1,59,29,1.0,1.0,0.0,0.0,0,3,18.0,3,1.0,0.0,,,,6.0,,841,1,0,0,1,0,1,1,0
5,61,27,1.0,1.0,0.0,0.0,0,2,21.0,2,1.0,1.0,,,,4.0,,729,1,0,0,0,1,1,1,0
6,62,26,1.0,1.0,0.0,0.0,10,3,19.0,3,1.0,1.0,4.0,79.0,16.0,4.0,10.0,676,1,10,0,0,1,1,0,1
7,58,30,1.0,1.0,0.0,0.0,4,6,17.0,6,1.0,1.0,3.0,77.0,18.0,,10.0,900,1,4,0,0,1,0,0,1
9,62,26,1.0,1.0,0.0,0.0,10,1,20.0,1,1.0,1.0,4.0,82.0,19.0,4.0,10.0,676,1,10,1,0,0,0,0,1
7,55,33,1.0,1.0,1.0,0.0,9,3,21.0,2,1.0,1.0,11.0,75.0,20.0,6.0,2.0,1089,1,9,1,0,0,0,0,1
11,55,33,1.0,1.0,0.0,0.0,10,3,23.0,3,1.0,1.0,,,,2.0,,1089,1,10,1,0,0,0,0,0
4,72,16,1.0,1.0,0.0,0.0,9,0,,0,1.0,1.0,,,,2.0,,256,1,9,1,0,0,1,0,0
11,70,18,1.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,324,1,7,1,0,0,0,0,0
4,49,39,1.0,1.0,1.0,0.0,10,1,30.0,1,1.0,0.0,4.0,75.0,26.0,4.0,10.0,1521,1,10,1,0,0,1,0,1
6,71,17,1.0,1.0,1.0,0.0,7,1,16.0,1,1.0,0.0,,,,4.0,,289,1,7,1,0,0,1,0,0
1,66,22,1.0,1.0,0.0,0.0,0,1,20.0,1,1.0,1.0,,,,5.0,,484,1,0,0,0,0,1,1,0
4,66,22,1.0,1.0,0.0,0.0,7,0,,0,0.0,0.0,,,,5.0,,484,1,7,0,0,0,1,0,0
12,52,35,1.0,1.0,0.0,0.0,9,4,21.0,3,1.0,1.0,6.0,75.0,22.0,4.0,7.0,1225,1,9,0,1,0,0,0,1
7,69,19,1.0,1.0,0.0,0.0,4,1,16.0,1,1.0,1.0,,,,4.0,,361,1,4,1,0,0,0,0,0
4,60,28,0.0,1.0,0.0,0.0,9,4,17.0,4,1.0,1.0,3.0,83.0,22.0,6.0,7.0,784,1,9,1,0,0,1,0,1
4,66,22,0.0,1.0,0.0,0.0,8,2,17.0,2,1.0,1.0,4.0,83.0,17.0,6.0,10.0,484,1,8,0,0,1,1,0,1
10,62,26,0.0,1.0,0.0,0.0,0,3,18.0,3,1.0,1.0,3.0,82.0,19.0,5.0,,676,1,0,1,0,0,0,1,1
6,50,38,0.0,0.0,0.0,0.0,6,4,15.0,4,1.0,0.0,1.0,63.0,12.0,5.0,2.0,1444,1,6,1,0,0,1,0,1
8,52,36,0.0,1.0,0.0,0.0,4,6,21.0,6,1.0,1.0,,,,3.0,,1296,1,4,0,1,0,0,0,0
6,59,29,0.0,1.0,0.0,0.0,5,4,16.0,3,1.0,1.0,,,,6.0,,841,1,5,0,1,0,1,0,0
11,60,28,1.0,1.0,0.0,0.0,10,1,22.0,1,1.0,1.0,,,,4.0,,784,1,10,0,0,1,0,0,0
12,65,23,1.0,1.0,0.0,1.0,3,0,,0,1.0,0.0,,,,4.0,,529,1,3,1,0,0,0,0,0
9,64,24,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,4.0,,576,1,10,0,0,0,0,0,0
2,70,18,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,2.0,,324,1,0,0,0,0,1,1,0
4,66,22,0.0,1.0,0.0,0.0,10,1,21.0,1,1.0,1.0,,,,4.0,,484,1,10,0,0,0,1,0,0
7,48,40,0.0,1.0,0.0,0.0,10,1,26.0,1,1.0,0.0,6.0,81.0,32.0,4.0,7.0,1600,1,10,0,0,1,0,0,1
10,72,16,0.0,1.0,1.0,1.0,9,0,,0,1.0,0.0,,,,5.0,,256,1,9,0,0,0,0,0,0
3,58,30,0.0,1.0,0.0,1.0,10,2,25.0,1,1.0,1.0,1.0,83.0,24.0,4.0,7.0,900,1,10,0,0,1,1,0,1
10,63,25,0.0,1.0,0.0,0.0,10,1,19.0,1,1.0,0.0,6.0,85.0,21.0,5.0,0.0,625,1,10,0,0,0,0,0,1
3,41,47,0.0,1.0,0.0,0.0,0,1,21.0,1,1.0,0.0,7.0,60.0,19.0,8.0,4.0,2209,1,0,1,0,0,1,1,1
10,50,38,1.0,1.0,1.0,0.0,12,2,22.0,2,1.0,1.0,1.0,72.0,21.0,2.0,12.0,1444,1,12,0,0,1,0,0,1
9,44,44,0.0,1.0,1.0,0.0,5,3,15.0,3,1.0,1.0,,,,3.0,,1936,1,5,0,0,1,0,0,0
5,47,41,0.0,1.0,0.0,1.0,7,4,27.0,4,1.0,1.0,11.0,85.0,38.0,6.0,6.0,1681,1,7,1,0,0,1,0,1
3,62,26,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,,,,4.0,,676,1,10,0,1,0,1,0,0
9,67,21,0.0,1.0,0.0,0.0,5,0,,0,1.0,0.0,,,,2.0,,441,1,5,0,0,0,0,0,0
6,62,26,0.0,0.0,0.0,0.0,5,3,20.0,2,1.0,1.0,,,,5.0,,676,1,5,0,0,0,1,0,0
11,64,24,0.0,0.0,0.0,0.0,6,3,17.0,3,1.0,1.0,3.0,82.0,17.0,4.0,8.0,576,1,6,0,0,0,0,0,1
10,54,34,0.0,1.0,0.0,0.0,0,4,20.0,4,1.0,1.0,,,,6.0,,1156,1,0,0,0,1,0,1,0
12,53,34,0.0,1.0,0.0,0.0,7,5,15.0,5,1.0,0.0,,,,10.0,,1156,1,7,1,0,0,0,0,0
2,47,41,0.0,1.0,0.0,1.0,7,5,18.0,5,1.0,1.0,1.0,64.0,16.0,6.0,1.0,1681,1,7,0,0,1,1,0,1
3,70,18,0.0,1.0,0.0,1.0,10,1,17.0,1,1.0,0.0,,,,5.0,,324,1,10,0,0,1,1,0,0
5,69,19,0.0,1.0,0.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,361,1,7,0,0,1,1,0,0
11,40,48,0.0,1.0,0.0,1.0,4,5,18.0,5,1.0,0.0,10.0,60.0,19.0,5.0,0.0,2304,1,4,0,1,0,0,0,1
10,64,24,0.0,1.0,0.0,1.0,10,1,22.0,1,1.0,1.0,,,,3.0,,576,1,10,0,1,0,0,0,0
8,55,33,0.0,0.0,0.0,0.0,6,3,17.0,3,1.0,1.0,6.0,83.0,27.0,4.0,0.0,1089,1,6,0,1,0,0,0,1
7,69,19,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,,,,7.0,,361,1,7,0,1,0,0,0,0
11,72,16,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,2.0,,256,1,7,0,1,0,0,0,0
11,53,35,0.0,1.0,0.0,0.0,6,3,23.0,3,1.0,0.0,,,,3.0,,1225,1,6,1,0,0,0,0,0
8,64,24,0.0,1.0,0.0,1.0,8,1,21.0,1,1.0,1.0,,,,4.0,,576,1,8,0,0,1,0,0,0
11,68,20,0.0,1.0,0.0,1.0,10,0,,0,1.0,0.0,,,,4.0,,400,1,10,0,0,0,0,0,0
9,66,22,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,2.0,,484,1,7,1,0,0,0,0,0
9,63,25,0.0,1.0,0.0,0.0,7,2,16.0,2,1.0,1.0,,,,4.0,,625,1,7,0,1,0,0,0,0
1,65,23,0.0,1.0,0.0,0.0,7,1,15.0,1,1.0,0.0,,,,3.0,,529,1,7,1,0,0,1,0,0
6,63,25,0.0,1.0,0.0,1.0,7,2,17.0,2,1.0,1.0,7.0,80.0,17.0,6.0,7.0,625,1,7,1,0,0,1,0,1
8,63,25,0.0,1.0,0.0,0.0,10,2,16.0,2,1.0,1.0,,,,4.0,,625,1,10,0,0,0,0,0,0
3,64,24,0.0,1.0,0.0,0.0,10,1,18.0,1,1.0,1.0,,,,4.0,,576,1,10,1,0,0,1,0,0
9,67,21,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,6.0,,441,1,10,0,0,0,0,0,0
2,64,24,0.0,1.0,0.0,0.0,9,1,19.0,1,1.0,1.0,,,,4.0,,576,1,9,0,0,1,1,0,0
12,60,27,0.0,1.0,0.0,0.0,7,1,20.0,1,1.0,1.0,,,,2.0,,729,1,7,1,0,0,0,0,0
2,56,32,0.0,1.0,0.0,0.0,7,5,18.0,5,1.0,0.0,11.0,80.0,24.0,5.0,10.0,1024,1,7,0,0,1,1,0,1
9,42,46,0.0,1.0,0.0,1.0,2,6,18.0,5,1.0,1.0,,,,2.0,,2116,1,2,1,0,0,0,0,0
10,63,25,0.0,1.0,0.0,1.0,7,1,18.0,1,1.0,1.0,,,,3.0,,625,1,7,1,0,0,0,0,0
5,69,19,0.0,1.0,0.0,1.0,7,1,17.0,1,1.0,1.0,,,,2.0,,361,1,7,1,0,0,1,0,0
6,72,16,0.0,1.0,0.0,1.0,7,0,,0,1.0,0.0,,,,3.0,,256,1,7,1,0,0,1,0,0
6,72,16,0.0,1.0,0.0,0.0,7,0,,0,1.0,0.0,,,,0.0,,256,1,7,1,0,0,1,0,0
10,61,27,0.0,1.0,0.0,0.0,6,3,20.0,2,1.0,1.0,3.0,78.0,16.0,4.0,10.0,729,1,6,1,0,0,0,0,1
1,55,33,0.0,1.0,0.0,0.0,0,4,18.0,4,1.0,1.0,,,,4.0,,1089,1,0,1,0,0,1,1,0
7,59,29,0.0,0.0,0.0,0.0,0,4,18.0,4,1.0,1.0,,,,3.0,,841,1,0,1,0,0,0,1,0
11,64,24,0.0,1.0,0.0,0.0,9,2,20.0,2,1.0,0.0,,,,4.0,,576,1,9,1,0,0,0,0,0
1,56,32,0.0,1.0,0.0,0.0,10,3,21.0,3,1.0,1.0,12.0,77.0,21.0,4.0,7.0,1024,1,10,0,1,0,1,0,1
9,55,33,0.0,1.0,0.0,0.0,15,2,21.0,2,1.0,1.0,12.0,86.0,31.0,4.0,16.0,1089,1,15,0,1,0,0,0,1
9,66,22,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,5.0,,484,1,7,0,0,0,0,0,0
7,71,17,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,2.0,,289,1,7,0,1,0,0,0,0
9,64,24,0.0,1.0,1.0,0.0,14,1,23.0,1,1.0,1.0,1.0,88.0,23.0,3.0,14.0,576,1,14,1,0,0,0,0,1
3,66,22,0.0,1.0,1.0,0.0,0,1,19.0,1,1.0,0.0,,,,4.0,,484,1,0,1,0,0,1,1,0
1,65,23,0.0,1.0,1.0,1.0,10,1,20.0,1,1.0,1.0,5.0,87.0,22.0,6.0,12.0,529,1,10,0,1,0,1,0,1
5,68,20,0.0,1.0,0.0,0.0,12,0,,0,1.0,0.0,,,,2.0,,400,1,12,0,0,1,1,0,0
2,54,34,0.0,1.0,1.0,1.0,12,3,22.0,3,1.0,1.0,8.0,74.0,20.0,4.0,14.0,1156,1,12,0,1,0,1,0,1
12,72,15,0.0,1.0,1.0,1.0,9,0,,0,1.0,0.0,,,,2.0,,225,1,9,1,0,0,0,0,0
6,49,39,0.0,1.0,0.0,1.0,0,2,25.0,2,1.0,0.0,,,,4.0,,1521,1,0,1,0,0,1,1,0
9,52,36,0.0,1.0,0.0,0.0,10,4,15.0,3,1.0,1.0,1.0,88.0,35.0,4.0,10.0,1296,1,10,0,1,0,0,0,1
6,64,24,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,1.0,5.0,86.0,21.0,2.0,,576,1,7,1,0,0,1,0,1
7,48,40,1.0,1.0,1.0,1.0,16,3,25.0,3,1.0,1.0,12.0,73.0,25.0,3.0,16.0,1600,1,16,0,0,1,0,0,1
4,57,31,1.0,1.0,1.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,961,1,7,0,1,0,1,0,0
11,66,22,1.0,1.0,0.0,0.0,8,1,17.0,1,1.0,1.0,,,,4.0,,484,1,8,0,1,0,0,0,0
6,60,28,1.0,0.0,1.0,0.0,15,1,24.0,1,1.0,,12.0,81.0,21.0,2.0,15.0,784,1,15,0,0,0,1,0,1
8,70,18,0.0,0.0,0.0,0.0,9,0,,0,1.0,0.0,,,,4.0,,324,1,9,1,0,0,0,0,0
9,67,21,0.0,0.0,0.0,0.0,10,1,19.0,1,1.0,1.0,,,,4.0,,441,1,10,0,0,1,0,0,0
9,60,28,1.0,1.0,1.0,0.0,12,2,23.0,2,1.0,1.0,1.0,80.0,19.0,4.0,14.0,784,1,12,0,0,1,0,0,1
6,66,22,1.0,1.0,1.0,0.0,7,1,17.0,1,1.0,1.0,,,,6.0,,484,1,7,0,1,0,1,0,0
9,56,32,1.0,1.0,1.0,0.0,7,4,17.0,4,1.0,1.0,2.0,80.0,23.0,4.0,14.0,1024,1,7,1,0,0,0,0,1
6,66,22,0.0,0.0,0.0,0.0,7,0,,0,1.0,0.0,6.0,83.0,17.0,20.0,5.0,484,1,7,0,0,0,1,0,1
9,67,21,0.0,0.0,0.0,0.0,7,2,17.0,2,1.0,1.0,,,,2.0,,441,1,7,0,0,0,0,0,0
6,69,19,0.0,1.0,0.0,1.0,8,1,19.0,1,1.0,1.0,,,,4.0,,361,1,8,0,0,0,1,0,0
7,70,18,0.0,1.0,0.0,1.0,6,1,16.0,1,1.0,0.0,,,,6.0,,324,1,6,0,1,0,0,0,0
5,64,24,0.0,0.0,0.0,0.0,0,0,,0,1.0,0.0,1.0,86.0,21.0,10.0,0.0,576,1,0,0,0,0,1,1,1
6,61,27,0.0,1.0,0.0,1.0,4,5,17.0,5,1.0,1.0,10.0,86.0,25.0,4.0,7.0,729,1,4,1,0,0,1,0,1
6,70,18,1.0,1.0,1.0,0.0,7,0,,0,1.0,0.0,,,,3.0,,324,1,7,0,1,0,1,0,0
8,68,20,1.0,1.0,1.0,0.0,7,1,18.0,1,1.0,1.0,2.0,83.0,14.0,6.0,7.0,400,1,7,0,0,0,0,0,1
6,55,33,1.0,1.0,1.0,1.0,10,4,21.0,4,1.0,1.0,7.0,77.0,22.0,5.0,17.0,1089,1,10,0,1,0,1,0,1
10,58,30,1.0,1.0,1.0,0.0,17,2,17.0,2,1.0,1.0,3.0,87.0,28.0,4.0,16.0,900,1,17,0,1,0,0,0,1
12,58,30,1.0,1.0,1.0,1.0,8,2,17.0,2,1.0,1.0,1.0,78.0,19.0,6.0,15.0,900,1,8,1,0,0,0,0,1
8,65,23,0.0,1.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,4.0,,529,1,7,0,0,1,0,0,0
2,51,37,1.0,1.0,1.0,1.0,12,4,24.0,4,1.0,1.0,11.0,76.0,25.0,4.0,12.0,1369,1,12,0,1,0,1,0,1
5,68,20,1.0,1.0,1.0,1.0,7,0,,0,1.0,1.0,,,,4.0,,400,1,7,0,1,0,1,0,0
9,59,29,1.0,1.0,1.0,0.0,14,3,17.0,3,1.0,1.0,7.0,75.0,15.0,4.0,16.0,841,1,14,0,1,0,0,0,1
12,63,25,1.0,0.0,0.0,0.0,7,1,16.0,1,1.0,1.0,,,,5.0,,625,1,7,0,0,0,0,0,0
11,57,31,1.0,1.0,1.0,0.0,19,1,26.0,1,1.0,1.0,12.0,82.0,25.0,1.0,19.0,961,1,19,0,0,0,0,0,1
1,56,32,1.0,0.0,1.0,0.0,15,2,28.0,2,1.0,1.0,7.0,81.0,25.0,3.0,19.0,1024,1,15,0,0,0,1,0,1
11,63,25,0.0,0.0,0.0,0.0,7,1,23.0,1,1.0,1.0,,,,4.0,,625,1,7,0,0,0,0,0,0
5,56,32,1.0,1.0,1.0,1.0,16,2,27.0,2,1.0,1.0,8.0,81.0,25.0,2.0,16.0,1024,1,16,0,0,0,1,0,1
5,70,18,0.0,1.0,0.0,0.0,6,0,,0,1.0,1.0,,,,4.0,,324,1,6,0,0,0,1,0,0
5,61,27,0.0,1.0,0.0,0.0,10,0,,0,1.0,1.0,4.0,84.0,22.0,3.0,12.0,729,1,10,0,1,0,1,0,1
6,63,25,0.0,0.0,0.0,0.0,0,1,16.0,0,1.0,0.0,4.0,82.0,18.0,5.0,0.0,625,1,0,0,0,0,1,1,1
8,68,20,0.0,0.0,0.0,0.0,10,1,20.0,1,1.0,1.0,,,,1.0,,400,1,10,0,0,0,0,0,0
6,68,20,0.0,1.0,0.0,0.0,7,2,17.0,2,1.0,1.0,2.0,88.0,19.0,4.0,6.0,400,1,7,0,0,0,1,0,1
9,53,35,0.0,1.0,0.0,0.0,0,3,18.0,3,1.0,1.0,,,,4.0,,1225,1,0,1,0,0,0,1,0
6,65,23,0.0,1.0,0.0,0.0,7,1,17.0,1,1.0,1.0,1.0,84.0,18.0,3.0,,529,1,7,1,0,0,1,0,1
7,64,24,0.0,1.0,0.0,0.0,12,0,,0,1.0,1.0,,,,3.0,,576,1,12,0,1,0,0,0,0
5,67,21,0.0,1.0,0.0,0.0,10,0,,0,1.0,0.0,,,,6.0,,441,1,10,0,1,0,1,0,0
8,56,32,0.0,0.0,1.0,0.0,7,5,16.0,4,1.0,1.0,1.0,81.0,24.0,2.0,10.0,1024,1,7,0,1,0,0,0,1
8,59,29,0.0,1.0,0.0,0.0,0,0,,0,1.0,0.0,,,,6.0,,841,1,0,0,0,0,0,1,0
10,59,29,0.0,1.0,0.0,0.0,7,1,19.0,1,1.0,1.0,,,,6.0,,841,1,7,0,0,0,0,0,0
5,65,23,0.0,0.0,0.0,0.0,10,0,,0,1.0,1.0,5.0,86.0,21.0,4.0,,529,1,10,0,0,0,1,0,1
11,61,27,0.0,1.0,0.0,1.0,5,2,20.0,2,1.0,1.0,9.0,86.0,24.0,6.0,7.0,729,1,5,1,0,0,0,0,1
6,56,32,0.0,0.0,0.0,0.0,7,3,19.0,3,1.0,0.0,,,,4.0,,1024,1,7,0,0,0,1,0,0
4,54,34,0.0,1.0,0.0,0.0,10,2,22.0,2,1.0,1.0,6.0,79.0,25.0,4.0,7.0,1156,1,10,0,1,0,1,0,1
2,70,18,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,324,1,7,0,1,0,1,0,0
4,58,30,0.0,1.0,0.0,0.0,5,5,17.0,5,1.0,1.0,7.0,79.0,21.0,6.0,12.0,900,1,5,0,1,0,1,0,1
12,68,20,0.0,1.0,1.0,0.0,10,0,,0,1.0,1.0,,,,5.0,,400,1,10,0,1,0,0,0,0
7,69,19,0.0,1.0,1.0,0.0,7,1,16.0,1,1.0,1.0,,,,4.0,,361,1,7,0,1,0,0,0,0
9,71,17,0.0,1.0,0.0,1.0,7,0,,0,1.0,1.0,,,,5.0,,289,1,7,0,0,0,0,0,0
11,71,17,0.0,1.0,0.0,0.0,8,1,15.0,1,1.0,1.0,,,,4.0,,289,1,8,0,1,0,0,0,0
4,51,37,0.0,0.0,0.0,0.0,7,2,19.0,2,1.0,1.0,,,,4.0,,1369,1,7,1,0,0,1,0,0
11,67,21,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,441,1,7,0,1,0,0,0,0
4,68,20,0.0,1.0,0.0,0.0,7,2,14.0,2,1.0,1.0,,,,8.0,,400,1,7,1,0,0,1,0,0
10,53,35,0.0,1.0,0.0,0.0,9,2,19.0,2,1.0,1.0,4.0,80.0,26.0,4.0,7.0,1225,1,9,1,0,0,0,0,1
10,72,16,0.0,1.0,0.0,0.0,9,0,,0,1.0,1.0,,,,2.0,,256,1,9,0,0,0,0,0,0
8,58,30,0.0,1.0,1.0,0.0,10,2,17.0,2,1.0,1.0,5.0,84.0,25.0,4.0,12.0,900,1,10,0,0,0,0,0,1
3,68,20,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,4.0,,400,1,7,0,1,0,1,0,0
12,64,24,0.0,1.0,0.0,0.0,12,0,,0,1.0,1.0,,,,4.0,,576,1,12,1,0,0,0,0,0
11,67,21,0.0,1.0,0.0,1.0,14,1,20.0,1,1.0,1.0,,,,3.0,,441,1,14,0,0,0,0,0,0
11,66,22,0.0,1.0,0.0,0.0,7,0,,0,1.0,1.0,,,,2.0,,484,1,7,1,0,0,0,0,0
1,62,26,0.0,0.0,0.0,0.0,5,4,19.0,4,1.0,1.0,10.0,84.0,22.0,4.0,,676,1,5,0,0,1,1,0,1
4,65,23,0.0,0.0,0.0,0.0,7,1,21.0,1,1.0,1.0,,,,6.0,,529,1,7,0,0,0,1,0,0
5,47,41,0.0,1.0,0.0,0.0,2,5,26.0,5,1.0,1.0,2.0,71.0,23.0,5.0,7.0,1681,1,2,0,0,0,1,0,1
6,57,31,0.0,0.0,0.0,0.0,7,3,18.0,3,1.0,1.0,,,,3.0,,961,1,7,0,1,0,1,0,0
10,56,32,0.0,0.0,0.0,0.0,7,3,21.0,2,1.0,0.0,,,,4.0,,1024,1,7,1,0,0,0,0,0
4,66,22,0.0,0.0,0.0,0.0,9,3,17.0,3,1.0,1.0,3.0,88.0,21.0,4.0,9.0,484,1,9,0,1,0,1,0,1
7,57,31,0.0,0.0,0.0,0.0,2,6,18.0,6,1.0,1.0,9.0,75.0,18.0,10.0,7.0,961,1,2,1,0,0,0,0,1
10,64,24,0.0,0.0,0.0,0.0,7,2,19.0,2,1.0,1.0,5.0,80.0,15.0,4.0,0.0,576,1,7,0,1,0,0,0,1
12,53,34,0.0,1.0,0.0,0.0,5,6,18.0,5,1.0,1.0,10.0,76.0,22.0,9.0,5.0,1156,1,5,1,0,0,0,0,1
4,64,24,0.0,1.0,0.0,0.0,9,1,20.0,1,1.0,0.0,1.0,85.0,20.0,4.0,0.0,576,1,9,0,0,1,1,0,1
12,60,27,0.0,1.0,0.0,0.0,4,2,16.0,2,1.0,1.0,,,,4.0,,729,1,4,0,0,1,0,0,0
8,66,22,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,1.0,,,,4.0,,484,1,7,0,0,0,0,0,0
5,68,20,0.0,1.0,0.0,0.0,7,1,18.0,1,1.0,1.0,,,,4.0,,400,1,7,0,0,0,1,0,0
2,61,27,0.0,1.0,0.0,0.0,10,1,27.0,1,1.0,1.0,9.0,82.0,21.0,4.0,7.0,729,1,10,1,0,0,1,0,1
1,46,42,0.0,1.0,0.0,0.0,2,1,19.0,1,1.0,0.0,1.0,66.0,20.0,4.0,8.0,1764,1,2,0,0,0,1,0,1
